source,text,rater1,rater2
kubertenes,@hmdelnegro what do you mean?,NL,NL
kubertenes,If your worker nodes can,NL,NL
kubertenes,gcloud --quiet config set project $PROJECT_NAME_STG,Not,Not
kubertenes,maybe you could use a volume mount? http://kubernetes.io/docs/user-guide/volumes/#hostpath,NL,NL
kubertenes,"Hey guys, I'm trying to create a CronJob following the documentation https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/ When I try create Cronjob using apiVersion: batch/v1beta1 I'm getting the following error:",NL,NL
kubertenes,"you can set up your own load balancer, typically with HAProxy or nginx. but it's outside of kubernetes",NL,NL
kubertenes,"oh, hmm",NL,NL
kubertenes,what type of workload are you working for?,NL,NL
kubertenes,"@nfirvine, there is no existing mechanism for something like this that I know of. You could probably write something yourself.",NL,NL
kubertenes,"no, I am on-prem",NL,NL
kubertenes,So who/what tells stuff my node has IP 1.1 then?,NL,NL
kubertenes,"assuming your instances are in an aws autoscalinggroup, you can try: - create elb - assign it to autoscaling group - define svc of type NodePort for your deployment - take note of the svc port (or specify one) - add listener to elb on that port - open port on workers security group to the elb",NL,NL
kubertenes,If i remember i can't use Persistent Volumes with hostPath? I want to achieve to have Deployment without specified paths for volumes. Otherwise i will end with a few almost the same files. So i wanted declare volumes in different YAML.,NL,NL
kubertenes,that didn't seem to work.,NL,NL
kubertenes,Ingress is for HTTP,NL,NL
kubertenes,@msubramm very interested in the answer. i would also love to know if there is a way to manually migrate a pod to another node in a rolling-update fashion (eg: not by kubectl delete <pod-on-current-node>). and similarly drain a node,NL,NL
kubertenes,run kubectl cluter-info and see if the api is enabled,NL,NL
kubertenes,subPath: config.yml,Not,Not
kubertenes,The default 'deny all Egress and Ingress' network policy from https://kubernetes.io/docs/concepts/services-networking/network-policies/#default-deny-all-egress-traffic gives an validation error. Kubernetes 1.7.5,NL,NL
kubertenes,@jeffhub thanks for the help. Seems like it either that or using GKE which does that for me.,NL,NL
kubertenes,Did you provision the cluster with something like kubeadm or another installer?,NL,NL
kubertenes,[PodA: Application],Not,Not
kubertenes,@tamal: labels: beta.kubernetes.io/arch: amd64 beta.kubernetes.io/os: linux kubernetes.io/hostname: gm2-master1,NL,Not
kubertenes,"Interesting. It seems that when it starts inserting the data, it first wipes the db - but then both heapsters *do* continue inserting the data",NL,NL
kubertenes,root 1 0.0 0.6 201912 6720 ? Ssl 16:55 0:00 ./price-project,Not,Not
kubertenes,just get rid of,NL,NL
kubertenes,hey anyone used https://github.com/kelseyhightower/kubernetes-the-hard-way successfully?,NL,NL
kubertenes,...,NL,NL
kubertenes,It returns an internal ip and external ip,NL,NL
kubertenes,Found these 2 alternatives.,NL,NL
kubertenes,"thanks, man!",NL,NL
kubertenes,"Hi, I'm curious... how is everyone using Kubernetes in development...? Is anyone? At the moment, I am using a mounted volume along with yarn start (ie, webpack hotreload) and python's Flask development web server to get an ok development experience.",NL,NL
kubertenes,but: i can make many deplyoments in on yaml-file right?,NL,NL
kubertenes,How did you install?,NL,NL
kubertenes,"RUN [chown, -R, daemon:daemon, /app/session, /app/common]",Not,Not
kubertenes,easiest to just kubectl drain <node>,NL,NL
kubertenes,https://engineering.bitnami.com/articles/a-deep-dive-into-kubernetes-controllers.html is also a good post on this.,NL,NL
kubertenes,- image:,Not,Not
kubertenes,serviceName: nginx-service-ingress-https,Not,Not
kubertenes,"Warning FailedScheduling No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3).",Not,Not
kubertenes,ahaha good to know,NL,NL
kubertenes,as @erasmus74 said it looks like a sticky session. don't think overlay plays here. incognito has sessions as well,NL,NL
kubertenes,This is your another problem,NL,NL
kubertenes,Yes,NL,NL
kubertenes,"If you are trying connect in your postgres server from another pod, using the DNS name should work. I mean, considering this environment sample: Pod A: Application POD Pod B: Postgres pod Service: Postgres service which has pgmaster.default.svc.cluster.local as DNS name If you Pod A uses I don't know, Java, for example",NL,NL
kubertenes,"have a little Problem with kube lego, on one domain working without problems, on others not. any ideas how to troubelshoot?",NL,NL
kubertenes,"so, while i just let everyone use their own clusters via. GKE",NL,NL
kubertenes,@ezekiel thanks!,NL,NL
kubertenes,"and yes, set up propper out of resource handling etc",NL,NL
kubertenes,- name: varlog,Not,Not
kubertenes,"Yeah, I believe so. Are you not running a network overlay?",NL,NL
kubertenes,I don't know. I have not tried it myself.,NL,NL
kubertenes,kubectl get persistentvolumes -n X,Not,Not
kubertenes,- name: wiki-config-vol,Not,Not
kubertenes,"@heckj , sorry I don't know. Haven't really tried that.",NL,NL
kubertenes,events {,Not,Not
kubertenes,ERROR: logging before flag.Parse: I1026 21:33:17.410080 1 dnsprobe.go:75] Starting dnsProbe {Label:dnsmasq Server:127.0.0.1:53 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1},Not,NL
kubertenes,which os your using ?,NL,NL
kubertenes,I mean what you have to do is point your k8s CLI to your cluster...I only know the way on my cloud which is bluemix and I do that with a command bx cx cluster-config <clusterID once I do that it gives me an export path,NL,NL
kubertenes,"thanks, sounds like a neat solution",NL,NL
kubertenes,Ha weird,NL,NL
kubertenes,"The cluster IP is attributed by kubernetes, Maybe Calico configure it",NL,NL
kubertenes,"just clearing his concern no.2, yes you have to create multiple ingress in multiple namespaces",NL,NL
kubertenes,service.beta.kubernetes.io/aws-load-balancer-proxy-protocol: '*',Not,Not
kubertenes,"args: [-c,./price-project, &]",Not,Not
kubertenes,"I see your cluster ip is 10.101.7.104, from where it took it from, did you configure any DHCP server or assigned to any virtual adapter",NL,NL
kubertenes,@nux The github-provided heapster/influxdb/grafana manifests result in grafana representing the data as bytes,NL,NL
kubertenes,can you describe the pod?..,NL,NL
kubertenes,Waves or Flannel for example,NL,NL
kubertenes,"Morning all, can anyone chime in with options for deploying k8s on bare metal/vms? I've a cluster of a few nodes which I've been playing around with which I deployed with Kubespray, but I'm wondering what people's thoughts are regarding using Kubespray for a p",NL,NL
kubertenes,when using prometheus-operator?,NL,NL
kubertenes,cpu: 250m,Not,Not
kubertenes,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30,Not,Not
kubertenes,use kubeadm..,NL,NL
kubertenes,just delete the pod!,NL,NL
kubertenes,I can access from cluster-1,NL,NL
kubertenes,"stupid questions, but... replica count in statefulset?",NL,NL
kubertenes,you can explicitly grant it permission to bind to named clusterroles as well,NL,NL
kubertenes,https://blog.learnk8s.io/connect-service-kubernetes-7cb346cf2f64,Not,Not
kubertenes,You are welcome!,NL,NL
kubertenes,start=$(date +%s); while [ $(pgrep -c nginx) -gt 0 -a $(($start + 60)) -gt $(date +%s) ]; do sleep 1; done,Not,Not
kubertenes,Credentials are admin,NL,NL
kubertenes,i think i had to build my own image,NL,NL
kubertenes,do you have an ingress-controller deployed?,NL,NL
kubertenes,"I need it to be part of the lifecycle, not manual delete. I have a container that stores some data temp. does process and when the script ends, the container stops. When the container stops, I want it to die not restart so I have a fresh container that can start clean. for this use case I don't want to use persistent storage because the temp data that's written doesn't need to be kept.",NL,NL
kubertenes,"Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.548619 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.550079 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.568281 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: I1027 00:51:20.568306 16317 docker_service.go:207] Docker cri networking managed by cni Oct 27 00:51:20 kuber-poc-app1 kubelet: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kubelet cgroup driver: systemd is different from docker cgroup driver: cgroupfs Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service: main process exited, code=exited, status=1/FAILURE Oct 27 00:51:20 kuber-poc-app1 systemd[1]: Unit kubelet.service entered failed state. Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service failed.",Not,Not
kubertenes,@roffe great!,NL,NL
kubertenes,I use Ingress like this:,NL,NL
kubertenes,Ok newest theory is that because I cheaped out and used nano machine sizes somehow the installation process causes the machine to not have enough resources to complete successfully. I wont know for sure for another few moments here.. when it works it usually works within about 10 minutes... its been that now.. I am going to leave it overnight as I am off for the day now... and see if its resolved I'm the AM.. I will update that ticket then for those who end up using doctor google.,NL,NL
kubertenes,--client-ca-file=/var/lib/kubernetes/ca.pem,Not,Not
kubertenes,send notification to mobile and send notification on desktop,NL,NL
kubertenes,"I am reading up on opentracing, it looks like this should be part of ishtio",NL,NL
kubertenes,@pep isn't it the namespace?,NL,NL
kubertenes,"hmmm ok, if this the only resource you can not get or you can not get any",NL,NL
kubertenes,"nfs has its issues, but fuse is scary",NL,NL
kubertenes,command:,Not,Not
kubertenes,Hi,NL,NL
kubertenes,Ok,NL,NL
kubertenes,because u used backend instead of rules (Single Service Ingress),NL,NL
kubertenes,"@kubevick maybe obvious, but make sure that your image has a /bin/bash - I've used busybox as a base image and made the mistake of assuming it's there when it wasn't...",NL,NL
kubertenes,"depends what you want. if you are fine with manual config of PDs for your pods, that's ok. PVCs are tool to do this automatically",NL,NL
kubertenes,# multi_accept on,Not,Not
kubertenes,--cloud-provider=aws \,Not,Not
kubertenes,no =/ that's what i'm working on with the tooling,NL,NL
kubertenes,you two using google cloud ever? have some specific.,NL,NL
kubertenes,"Anyone around to talk detailed RBAC permissions? Specifically, trying to limit admin access to specific namespace prefixes only. This doesn't really seem to be discussed/supported, but I think I can get close using nonResourceURLs and splats (*). Just looking to chat, as I seem to be missing something.",NL,NL
kubertenes,- command,Not,Not
kubertenes,relevant discussion at https://kubernetes.slack.com/archives/C09NXKJKA/p1508266415000573,NL,NL
kubertenes,Partition: 0,Not,Not
kubertenes,http://slack.k8s.io/,Not,Not
kubertenes,@jpweber yes,NL,NL
kubertenes,"Oh, it worked in default for you, but it won't work in jenkins?",NL,NL
kubertenes,"if I had to guess, I'd say an rbac issue?",NL,NL
kubertenes,"Hi there, I'm having trouble setting up a deployment (on 1.7.x), https://bpaste.net/show/78f4e69bcce5 I get The Deployment foo-test-dpl is invalid: spec.template.metadata.labels: Invalid value: map[string]string{name:foo-test}: selector does not match template labels",NL,NL
kubertenes,Hi there I need some help,NL,NL
kubertenes,I'm not telling you how to live your life. lol,NL,NL
kubertenes,just delete the pod.,NL,NL
kubertenes,and as I say that it came in.. so never mind that..,NL,NL
kubertenes,would someone mind helping me figure out why this yaml is wrong? It's telling me I'm passing accessModes a string instead of an array: https://pastebin.com/uQ1XKLZM,NL,NL
kubertenes,not quite sure about that,NL,NL
kubertenes,"Without reaper, your pods will stop running but deployment will not restart them.",NL,NL
kubertenes,yes I saw that the other day. Will have a look as well,NL,NL
kubertenes,if we use minikube can we add more nodes,NL,NL
kubertenes,Production-Grade Container Orchestration,Not,Not
kubertenes,https://github.com/xcarpentier/ex-react-native-i18n,Not,Not
kubertenes,"Guys can I pass a function as a param in react navigation? Like, this.props.navigation.navigate('settings', { someFunction: this.someFunction.bind(this) } and use that function in the settings screen ? like, this.props.navigation.state.params.someFunction() ?",NL,NL
kubertenes,Please fix this,NL,NL
kubertenes,"pure JS tends to be an inferior experience for users, despite the developer convenience",NL,NL
kubertenes,"@ryshonza, @814465104 I've only been in this slack for a week or two, abut the amount of people having ios build failed issues with no further info does worry me. Hopefully the Expo people are working on getting more information out of the build process that we can use.",NL,NL
kubertenes,"when expo is managing the signing of apks, what determines which certificate is being used?",NL,NL
kubertenes,thanks will do,NL,NL
kubertenes,"hi, i'm having this weird behaviour where on simulator, the status bar is black text but on the ios device it is white text. i did not customize anything on the status bar. i started the app based on the blank expo project and the only thing i've added is react-navigation. any tips on where to look? i want the text on status bar to remain as black like in the simulator.",NL,NL
kubertenes,"Is it a relatively common thing to get a build succeed but not always include the app icon correctly? I've had a build with all app icons formats as per my icon png except one with was the expo icon, another build with all icons correct and now another with all expo icons and *one* of them is missing.",NL,NL
kubertenes,"hmm, I see. is detaching a reasonable solution?",NL,NL
kubertenes,wow! And what about being a freelancer?,NL,NL
kubertenes,@ccheever I ended up exporting the font to an image and using an animated.image,NL,NL
kubertenes,"Hi! How do you make social media stuff? E.g. Facebook Like button, or sharing to Facebook/Twitter?",NL,NL
kubertenes,my use case would be a react-native camera library that enable some processing of video frames using native code,NL,NL
kubertenes,can you dm me your actual manifest?,NL,NL
kubertenes,Can't do that with the current offerings sadly,NL,NL
kubertenes,"man, was about to test a snippet using the RN method RCTDeleteStorageDirectory() but it's not easy cause all the dependencies.",NL,NL
kubertenes,And that's it,NL,NL
kubertenes,"Hello everyone, I'm experiencing a really odd bug on a project I'm working on. The react native app (expo sdk version 21.0.0) is a simple webview wrapper that redirects to our web app. When the user is filling out their form, as soon as they click on an input field, the screen scrolls to the top and then gets stuck up there. I'll post a video below that illustrates the bug in detail. The bug is only present through the react native app. If the user visits the url through a web browser the form is fine. The bug is also only present on some devices (works on iphone/blackberry but, broken on Samsung). Any suggestions? Thanks in advance!!!",NL,NL
kubertenes,How do I resolve this error,NL,NL
kubertenes,@keith uploaded a file: Anybody know how to keep a Modal from changing the StatusBar color on Android? and commented: Snack is here: https://snack.expo.io/SyOHfcaxG My goal is to have a modal that shows a menu overlaying the Navbar - I want it to look like the menu is just on top of the view without otherwise changing the appearance.,NL,NL
kubertenes,hi guys.. good morning,NL,NL
kubertenes,"That's where I get confused, because right now i've got my device off of Wifi, have an unpublished app, and yet can still access it if I have the packager running.",NL,NL
kubertenes,@haveneersrobin hmm do you know what the usual flow is for facebook login and key hashes separate from Expo? like if you were making your own native app?,NL,NL
kubertenes,thank you jeff! It took me a bit to understand that but once i got that i needed the private key to charge rest was straight forward,NL,NL
kubertenes,yarnpkg start --reset-cache,Not,Not
kubertenes,Thanks Brent,NL,NL
kubertenes,Sure thing,NL,NL
kubertenes,you need to read jest docs for usage with react native,NL,NL
kubertenes,well i'll be,NL,NL
kubertenes,"no, through the Expo iOS app",NL,NL
kubertenes,pod repo update,NL,NL
kubertenes,Does anyone know how expo signs apks by any chance?,NL,NL
kubertenes,react-native-scripts start 8:33:57 AM: Starting packager...,Not,Not
kubertenes,"seems like this is part of the required permissions but i'm not sure why, cc @satya164",NL,NL
kubertenes,"@henleydr commented on @henleydr's file Crash: Using react native debugger, expo, and hot reloading. I can't get rid of this. I can't get past this. Restarted my computer as well. There is no option to get into debugger or turn off hot reloading.",NL,NL
kubertenes,and I was excited about it!!!!,NL,NL
kubertenes,Hi everyone !,NL,NL
kubertenes,"cocoapods is managing both deps, and one can't find the other?",NL,NL
kubertenes,@zolrath are you specifying an icon in your app.json that has transparency?,NL,NL
kubertenes,Still have to mess around with the linking phases and whatnot for dev/prod builds,NL,NL
kubertenes,"Well I'm glad it worked out for you, sometimes the errors are occurring at irregular intervals; not continuous or predictable.",NL,NL
kubertenes,Has anyone used swipeable in expo 22? I just get a module not found,NL,NL
kubertenes,Haha i've definitely done this,NL,NL
kubertenes,"Hi Expo team! Great work on Expo we were able to get our app ready for submission in less than a week! We do however have one issue. We are trying to update the name of our App as it appears on the iOS home screen. I have modified the name in app.json, however upon building a new standalone iOS build and uploading to iTunes connect. As well as modifying the name in iTunes connect. The name will not change. Is there a step we are missing?",NL,NL
kubertenes,can you try signing in again @kolanos?,NL,NL
kubertenes,I'm using Share to text with whatsapp for example ... I would like to know if someone has already implemented it and also with sending images.,NL,NL
kubertenes,"I mean, as the person who recently start with RN/Expo and general",NL,NL
kubertenes,can you close and reopen xde?,NL,NL
kubertenes,exp fetch:ios:certs,Not,Not
kubertenes,"Hi guys, quick question.... Im having some trouble loading an .obj file, I can load .jpg but not .obj",NL,NL
kubertenes,ok thanks I wiil test these 2 solution,NL,NL
kubertenes,"Hello, The exp cli says that there is a newer version (45.1.0), even after I updated it with npm. Is the reinstall of the package the only option?",NL,NL
kubertenes,"how can I get deep linking working on android? every time the browser redirect the user back to the app, the app is starts over again",NL,NL
kubertenes,"@samy-amar yeah. even if you changed your expo config, the part that tells the native apps which project to load is already decided",NL,NL
kubertenes,"hmm who knows then, maybe I'll try cleaning node module",NL,NL
kubertenes,"Hello! I remember there was some sort of React-Native and Expo components tester app, where a user could see how the components look in action. Could someone send a link to this app? Can't find it anywhere.",NL,NL
kubertenes,@brent looks like there is a serious need to improve location api...,NL,NL
kubertenes,I ran,NL,NL
kubertenes,"that profile is from just opening the example, not touching anything, just letting the map finish load once and then quitting",NL,NL
kubertenes,thanks wli - I'll see if I can try that now,NL,NL
kubertenes,is the EXDynamicMacros.h file generated?,NL,NL
kubertenes,for now can you try downgrading exp to 34.2.0 ?,NL,NL
kubertenes,[*.*],Not,Not
kubertenes,about 10 min stuck in this position without any bug report or debug log,NL,NL
kubertenes,https://stackoverflow.com/questions/12163240/avaudiorecorder-record-aac-m4a,Not,Not
kubertenes,"kk, thanks guys.. yeah.. in most of my cases the push notification works fine. I dont mind waiting for the action to happen once the app comes back to fg.. but for the location, i do need inmediate action",NL,NL
kubertenes,"I remember that being an issue, thanks fellas",NL,NL
kubertenes,is that file at the root of your monorepo?,NL,NL
kubertenes,"ilja uploaded a file: Screen Shot 2017-07-01 at 16.24.12.png and commented: Started getting this, I'm not sure this is what started causing it, but I added",NL,NL
kubertenes,"thanks for the reply @ccheever , sorry I didn't make myself clear, I am running it in localhost, trying to run it in my android emulator",NL,NL
kubertenes,"if u scroll down here, there's an example of the aac audio settings.",NL,NL
kubertenes,"@keith shared a file: Issue with components thinking there's a lot more horizontal space than there really is and commented: Wondering if anybody has any ideas on how to troubleshoot this issue. I can't tell if it's React Native, Expo, React Navigation, or GiftedChat. I have a GiftedChat view that I push onto a stack. Every 5th time or so, when I push the view onto the stack, the message bubbles don't wrap when they hit the limit on horizontal space- they just keep going. Didn't see this before I upgraded to Expo 21. When I run the inspector, these components think they have practically infinite horizontal space to expand into.",NL,NL
kubertenes,i am trying to use google login with the code in the docs . i have git the client id too but it always get to catch block .in try it throws an error,NL,NL
kubertenes,it looks like your project uses sdk 15?,NL,NL
kubertenes,The reason why Payments is undefined on iOS is because you didn't add the Payments subspec @burnsieuk,NL,NL
kubertenes,has anyone used AndroidBackButtonBehavior from ex-navigation? I'm a little confused on the implementation,NL,NL
kubertenes,It is possible. But very ugly. And hintcolor breaks when you're on that hidden tab,NL,NL
kubertenes,i think it's 4.6.1,NL,NL
kubertenes,Encountering the following warning in Expo XDE:,NL,NL
kubertenes,"you can't remove it, there's no other way to get back to the main screen on the simulator",NL,NL
kubertenes,hmm... it should be there,NL,NL
kubertenes,yea thanks guys @nesho @drewbie,NL,NL
kubertenes,@jesse,NL,NL
kubertenes,I am getting Invalid Version: undefined when I try to start my project in XDE now. I had already successfully upgraded to sdkv20 and everything ran fine. Today when I opened XDE it asked to update and I did and now I get that error,NL,NL
kubertenes,"ok.. I'll keep digging, thanks for your time!",NL,NL
kubertenes,@danielneal uploaded a file: Screen Shot 2017-10-24 at 15.57.31.png,NL,NL
kubertenes,ok those are right,NL,NL
kubertenes,@satya164 I got it with yarn global exp  Thanks!,NL,NL
kubertenes,I've always done it one SDK version at a time using the blog instructions (e.g. https://blog.expo.io/expo-sdk-v18-0-0-is-now-available-38e62305283). That way I can test after each upgrade and attribute any regressions to a particular SDK version upgrade.,NL,NL
kubertenes,what is the issue? did you create an issue on github or forum post where you describe it in detail?,NL,NL
kubertenes,"I have the same issue, @bradryan7.",NL,NL
kubertenes,Is Expo FileSystem somehow includes converting video file captured using Camera.recordAsync to Base64?,NL,NL
kubertenes,"stevenconner uploaded a file: Simulator Screen Shot Feb 16, 2017, 1.05.35 PM.png and commented: hello everyone! anyone ever have this issue while trying to get a mapview to render in exponent? i can't seem to get the component to stretch to the bottom of the screen...",NL,NL
kubertenes,is there anyway to use wix/react-native-navigation with ejected expo project?,NL,NL
kubertenes,it's currently implemented that way (in both normal React Native and also Expo) because some devtools require restarting your app to take effect,NL,NL
kubertenes,Hey people,NL,NL
kubertenes,https://github.com/janeasystems/nodejs-mobile-react-native,Not,Not
kubertenes,"if you want to do push notifications, use REMOTE_NOTIFICATIONS, however they are both actually the same thing right now",NL,NL
kubertenes,yeah you should be able to do that. securestore on android is especially tricky because different versions of androids support different crypto providers (the things that do encryption) and it's much more finicky than other fragmented android APIs because the crypto provider is loaded at runtime so we don't know what it's going to support up front,NL,NL
kubertenes,oh damn gonna try that now @nesho,NL,NL
kubertenes,"interesting, I have no idea how multitasking works on ipads",NL,NL
kubertenes,"Hey guys, just started working with Expo yesterday ! I detached my app today, and was trying to build in Xcode but I can't build Expokit, I keep getting React/RCTDevSettings.h not found...",NL,NL
kubertenes,"You could create some sort of global store object in the top-most component, and then use the React lifecycle methods (componentWIllMount, componentWillUnmount) to modify that global store. Then access that in the components that need it. It's super hacky, but it works. I had to do something like this once.",NL,NL
kubertenes,"I did, same as always. Should I redo it?",NL,NL
kubertenes,"@jonathan sorry about the delay here, i restarted your build. hopefully we won't hit issues with apple's api and you'll be able to build again. if you're still having problems when you're next online, can you ping me?",NL,NL
kubertenes,"@jesse dunno what you mean by later, but it was a week ago I think",NL,NL
kubertenes,"Hey everyone, I'm not able to build a standalone iOS version of our app since I added usesNonExemptEncryption to the config.",NL,NL
kubertenes,Is it detached?,NL,NL
kubertenes,@ben I have changed my apple team id and rebuilt it but it is still building after 20 mins. The build ID is is f17a35cd-df27-4ecb-9919-c5de400308a0. Is it supposed to take that long? https://forums.expo.io/t/build-standalone-ios-app-error/5043/2,NL,NL
kubertenes,"Hey guys, does any of you have been experience that the expo google sign in works well in the simulator but crashed after I deploy it to the app store",NL,NL
kubertenes,https://docs.expo.io/versions/v15.0.0/guides/up-and-running.html,Not,Not
kubertenes,bcostabatista shared a file: Untitled,NL,NL
kubertenes,https://www.npmjs.com/package/expo,Not,Not
kubertenes,seems like a bunch of people are getting failures on exp detach now on SDK 24,NL,NL
kubertenes,Perhaps I forgot to mention that this happens on the standalone app,NL,NL
kubertenes,anybody using PlayFab with expo?,NL,NL
kubertenes,@grzjos it seems like the same problem -- are you making sure your private key is included in your p12?,NL,NL
kubertenes,did you try again?,NL,NL
kubertenes,it says it linked okay if I go through the standard process,NL,NL
kubertenes,you can't ask again,NL,NL
kubertenes,Hello developers! I'm new to here in order to asking for help. I've been waiting for building android apk using exp build:android. It's been 2 hours already and still stuck in build in progress... Is there any method to stop current build or track the error during build? My project seems working pretty well on both android and ios- exp client. Thanks for helping,NL,NL
kubertenes,it dont ready path file sqlite of me,NL,NL
kubertenes,hi all,NL,NL
kubertenes,https://facebook.github.io/react/docs/react-component.html#setstate,Not,Not
kubertenes,I'm trying to convert existing projects. Running into issues,NL,NL
kubertenes,I'm still using SDK 15,NL,NL
kubertenes,Congrats!,NL,NL
kubertenes,killall node perhaps. Then fix the error in your exp.json / app.json file because that's probably what's causing it,NL,NL
kubertenes,followup from dm: looks like expo doesn't work in iran b/c gov't blocked google,NL,NL
kubertenes,"Hi, I'm new with you",NL,NL
kubertenes,"there's a link to how exactly Apple Pay works in the above link... but basically, apple pay is the thing that authenticates against a user's fingerprint so the user doesn't have to enter the credit card manually",NL,NL
kubertenes,Thank you so much! @brent,NL,NL
kubertenes,why do you need environment variables?,NL,NL
kubertenes,"Hei everyone. Can someone recommend a lib for reading device information, or any other recommendations to distinguish logins from one user from multiple devices?",NL,NL
kubertenes,iOS: There was an error with this build.,NL,NL
kubertenes,Functional components are not the same as PureComponents. A quick google search will provide details,NL,NL
kubertenes,"@seantempesta I just don't have time to play with cljs recently, pretty sad. That works fine, I could transfer both repos to you, and then you could change the names, and deploy to clojars with corresponding names.",NL,NL
kubertenes,Release notes?,NL,NL
kubertenes,Yesssssss,NL,NL
kubertenes,"k, checking logs",NL,NL
kubertenes,@nikki can you take a look at this thread?,NL,NL
kubertenes,"can't remember exact place where this is and not at work computer but if you search your ios and android directories for your app url, change it where you find that",NL,NL
kubertenes,"@brent it seems you can nest .babelrc deeper in your folders and it inherits parent .babelrc, so I can optimize local app only",NL,NL
kubertenes,@h-marvin by build which part of the pipeline do you mean?,NL,NL
kubertenes,"I just started getting this error and I cannot see my App anymore. It started happening when I enabled Hot Reloading with React Native Debugger. Now I can't go back to turn it off. I have tried every protocol and host. It now opens up 2 debugger tabs in Chrome (one working) but I can't see the app at all in the simulator. Everything is latest version. Connection to ...../debugger-proxy?role=client timed out. Are you running node proxy? If you are running on the device, check if you have the right IP address in ABI21_0_0RCTWebSocketExecutor.m",NL,NL
kubertenes,Okay. I'll give it a shot. Thanks.,NL,NL
kubertenes,> Can we update our app and rebuild of iOS or Android? can you elaborate? i don't understand the question,NL,NL
kubertenes,seems like create-react-app has similar issues https://github.com/facebookincubator/create-react-app/issues/2537,NL,NL
kubertenes,greweb uploaded a file: the code,NL,NL
kubertenes,@fozzarelo i think you need the expo package after the rename,NL,NL
kubertenes,Hello expo team! I am new to react native. Is it possible to develop offline apps with expo? (noob question),NL,NL
kubertenes,"I can't seem to figure how to go about importing @expo/vector-icons, I have it npm installed using npm install --save-dev @expo/vector-icons, reset all caches and finally have the following code in one of my .cljs files:",NL,NL
kubertenes,Clever,NL,NL
kubertenes,I ended up using https://github.com/joonhocho/react-native-linkedin-sdk and it works like magic!,NL,NL
kubertenes,we use ace editor for snack,NL,NL
kubertenes,"ok, the warning has gone away",NL,NL
kubertenes,"I am yes, so a little bit more info, this is a basic version of my component;",NL,NL
kubertenes,"yup, they will work and will say your app name / icon and not expo",NL,NL
kubertenes,my app works on simulator but crashing on phone / prod: https://exp.host/@elie/draft-fantasy-exponent-react-native-staging,NL,NL
kubertenes,Yeah its easier to just revoke them haha,NL,NL
kubertenes,@nikki did you make that ball shooting thing?,NL,NL
kubertenes,hey!,NL,NL
kubertenes,come back to RN has me like... what's the proper way to define defaultProps now?,NL,NL
kubertenes,this will resolve your problem,NL,NL
kubertenes,"Hi all, is it possible to choose Not to load images from assets cdn? my app is take too long to load images and sometime doesn't even load, even when users have internet connection",NL,NL
kubertenes,"'SecureStore API is having issues with Xiaomi Redmi Note 3 (Android version 5.1.1). I'm getting Could not encrypt the value for SecureStore. Verified with a Samsung device with the same OS version, it works fine. Plz help. Thanks.",NL,NL
kubertenes,anyone ever seen this message from itunes when testing ?,NL,NL
kubertenes,that's a good point. I'll publish it as an expo app and try it out.,NL,NL
kubertenes,Have you guys seen this Could not encrypt the value for SecureStore on android 4.4.4 ?,NL,NL
kubertenes,just google changing app permissions ios and you'll have your answer,NL,NL
kubertenes,Button is react-native component default.,NL,NL
kubertenes,This message is shown when the tunnel can't be opened for some reason. Possible reasons include limited internet connectivity (are you connected to internet?) or sometimes problems with the 3rd party provider that hosts the tunnel service.,NL,NL
kubertenes,https://d1wp6m56sqw74a.cloudfront.net/%40nodevember%2Fapp%2F1.0.4%2Fbb5bc85384b15d9c357bad89a4aee3e6-23.0.0-ios.js,Not,Not
kubertenes,"hi, are there anyway to know if the user has facebook login already in expo?",NL,NL
kubertenes,Interesting...,NL,NL
kubertenes,Try an arrow function like this,NL,NL
kubertenes,thx,NL,NL
kubertenes,upload the build and wait for itunes to finish processing it and see if the icon switches at that point,NL,NL
kubertenes,"yeah maybe i misread, i thought he meant programmatically @matthewchung74",NL,NL
kubertenes,Start messing with snack @phuochoit,NL,NL
kubertenes,seems like a bug? wanna send a pr to expo-sdk to not run any custom resolving logic for local uri?,NL,NL
kubertenes,what do you mean by dev build?,NL,NL
kubertenes,I'm getting this error Cannot find module '/Users/corybuckley/Documents/Expo/mdl/expo/tools/LogReporter' Halp! plz,NL,NL
kubertenes,as far as i know that's not possible,NL,NL
kubertenes,what's AR here,NL,NL
kubertenes,react navigation is the facto navigation solution now,NL,NL
